merchant_id,week_start,merchant_category,merchant_age_days,transaction_count_30d,transaction_volume_30d,transaction_volume_previous_30d,transaction_volume_change_30d,refund_count_30d,refund_rate_30d,refund_rate_previous_30d,refund_rate_change_30d,chargeback_count_30d,chargeback_rate_30d,chargeback_rate_previous_30d,chargeback_rate_change_30d,top_dispute_reason_category,delivery_evidence_coverage,support_ticket_rate,average_support_resolution_time_hours,previous_review_outcome,label_high_loss_next_30d,latent_state_for_demo_only
merchant_demo_0066,2023-03-27,food_delivery,1331,522,1105094.91,1062075.02,0.0405,6,0.0109,0.0185,-0.0075,2,0.003,0.0029,0.0001,item_not_as_described,0.9214,0.0123,15.11,none,0,stable_merchant
merchant_demo_0066,2023-04-03,food_delivery,1338,569,1105836.14,1105094.91,0.0007,10,0.0171,0.0109,0.0061,1,0.0024,0.003,-0.0006,not_received,0.9241,0.0088,,none,0,stable_merchant
merchant_demo_0066,2023-04-10,food_delivery,1345,547,1190831.71,1105836.14,0.0769,8,0.0154,0.0171,-0.0017,1,0.0017,0.0024,-0.0006,item_not_as_described,0.9053,0.008,14.26,operational_issue,0,stable_merchant
merchant_demo_0066,2023-04-17,food_delivery,1352,519,1051395.9,1190831.71,-0.1171,6,0.0118,0.0154,-0.0035,1,0.0026,0.0017,0.0008,other,0.9098,0.0108,102.89,operational_issue,0,stable_merchant
merchant_demo_0066,2023-04-24,food_delivery,1359,550,1087842.01,1051395.9,0.0347,10,0.0189,0.0118,0.007,1,0.0021,0.0026,-0.0004,quality_issue,0.9093,0.0094,10.87,none,0,stable_merchant
merchant_demo_0066,2023-05-01,food_delivery,1366,579,1219386.48,1087842.01,0.1209,9,0.0158,0.0189,-0.0031,1,0.0023,0.0021,0.0002,duplicate_charge,0.9066,0.012,26.75,none,0,stable_merchant
merchant_demo_0066,2023-05-08,food_delivery,1373,586,1230358.86,1219386.48,0.009,11,0.0184,0.0158,0.0026,2,0.0035,0.0023,0.0012,item_not_as_described,0.9118,0.011,13.99,none,0,stable_merchant
merchant_demo_0066,2023-05-15,food_delivery,1380,555,1158585.8,1230358.86,-0.0583,10,0.0181,0.0184,-0.0003,2,0.0027,0.0035,-0.0008,other,0.9375,0.008,33.97,false_positive,0,stable_merchant
merchant_demo_0066,2023-05-22,food_delivery,1387,553,1186176.98,1158585.8,0.0238,9,0.0155,0.0181,-0.0026,1,0.0024,0.0027,-0.0003,item_not_as_described,0.9263,0.0099,14.98,none,0,stable_merchant
merchant_demo_0066,2023-05-29,food_delivery,1394,523,1181629.7,1186176.98,-0.0038,5,0.0104,0.0155,-0.0051,2,0.0033,0.0024,0.0009,not_received,0.9029,0.0097,21.93,none,0,stable_merchant
merchant_demo_0066,2023-06-05,food_delivery,1401,579,1201220.82,1181629.7,0.0166,8,0.0139,0.0104,0.0036,2,0.0032,0.0033,-0.0001,other,0.9417,0.01,15.47,none,0,stable_merchant
merchant_demo_0066,2023-06-12,food_delivery,1408,489,1010567.86,1201220.82,-0.1587,6,0.0118,0.0139,-0.0021,2,0.0035,0.0032,0.0003,item_not_as_described,0.9318,0.0093,51.37,none,0,stable_merchant
merchant_demo_0066,2023-06-19,food_delivery,1415,542,1098885.27,1010567.86,0.0874,7,0.0133,0.0118,0.0015,1,0.0023,0.0035,-0.0012,other,0.9167,0.0063,18.89,none,0,stable_merchant
merchant_demo_0066,2023-06-26,food_delivery,1422,726,1536894.08,1098885.27,0.3986,9,0.0126,0.0133,-0.0007,2,0.0027,0.0023,0.0004,other,0.9211,0.0088,17.39,none,0,stable_merchant
merchant_demo_0066,2023-07-03,food_delivery,1429,459,905685.14,1536894.08,-0.4107,6,0.0141,0.0126,0.0014,1,0.0027,0.0027,-0.0,other,0.9192,0.0109,19.14,confirmed_risk,0,stable_merchant
merchant_demo_0066,2023-07-10,food_delivery,1436,577,1197754.58,905685.14,0.3225,9,0.0164,0.0141,0.0023,2,0.0034,0.0027,0.0007,not_received,0.9361,0.0127,18.45,none,0,stable_merchant
merchant_demo_0066,2023-07-17,food_delivery,1443,630,1400651.44,1197754.58,0.1694,9,0.0136,0.0164,-0.0028,1,0.0018,0.0034,-0.0016,duplicate_charge,0.93,0.0094,29.16,none,0,stable_merchant
merchant_demo_0066,2023-07-24,food_delivery,1450,576,1217668.77,1400651.44,-0.1306,10,0.0166,0.0136,0.0031,2,0.0036,0.0018,0.0019,not_received,0.8946,,22.15,none,0,stable_merchant
merchant_demo_0066,2023-07-31,food_delivery,1457,685,1394482.96,1217668.77,0.1452,39,0.0575,0.0166,0.0409,2,0.0028,0.0036,-0.0008,other,0.8656,0.0166,22.68,none,0,seasonal_sale_legitimate_returns
merchant_demo_0066,2023-08-07,food_delivery,1464,836,1734261.8,1394482.96,0.2437,51,0.0615,0.0575,0.004,2,0.0028,0.0028,-0.0,other,0.8339,0.0203,17.83,none,0,seasonal_sale_legitimate_returns
merchant_demo_0066,2023-08-14,food_delivery,1471,642,1249735.96,1734261.8,-0.2794,62,0.097,0.0615,0.0355,25,0.0384,0.0028,0.0356,not_received,0.3348,0.074,54.31,none,0,high_risk_merchant_behaviour
merchant_demo_0066,2023-08-21,food_delivery,1478,740,1566841.22,1249735.96,0.2537,64,0.086,0.097,-0.0109,25,0.0333,0.0384,-0.0051,quality_issue,0.3521,0.0574,49.48,,1,high_risk_merchant_behaviour
merchant_demo_0066,2023-08-28,food_delivery,1485,792,1660997.95,1566841.22,0.0601,78,0.0983,0.086,0.0123,26,0.0323,0.0333,-0.0009,quality_issue,0.3494,0.0739,98.26,inconclusive,0,high_risk_merchant_behaviour
merchant_demo_0066,2023-09-04,food_delivery,1492,667,1351537.24,1660997.95,-0.1863,57,0.086,0.0983,-0.0124,24,0.0359,0.0323,0.0035,quality_issue,0.3617,0.0667,53.26,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0066,2023-09-11,food_delivery,1499,592,1238010.73,1351537.24,-0.084,57,0.0959,0.086,0.0099,19,0.0325,0.0359,-0.0033,duplicate_charge,0.3452,0.0645,33.63,false_positive,1,high_risk_merchant_behaviour
merchant_demo_0066,2023-09-18,food_delivery,1506,656,1253774.4,1238010.73,0.0127,7,0.0114,0.0959,-0.0845,2,0.0037,0.0325,-0.0288,duplicate_charge,0.9242,0.0082,34.28,none,0,stable_merchant
merchant_demo_0066,2023-09-25,food_delivery,1513,638,1214339.28,1253774.4,-0.0315,7,0.0108,0.0114,-0.0007,2,0.0027,0.0037,-0.001,duplicate_charge,0.9284,0.0109,12.96,none,0,stable_merchant
merchant_demo_0066,2023-10-02,food_delivery,1520,534,1009473.45,1214339.28,-0.1687,6,0.0113,0.0108,0.0005,2,0.0031,0.0027,0.0004,duplicate_charge,0.9126,,34.86,none,0,stable_merchant
merchant_demo_0066,2023-10-09,food_delivery,1527,551,1163302.31,1009473.45,0.1524,9,0.0167,0.0113,0.0054,2,0.0035,0.0031,0.0004,not_received,0.9054,0.0071,19.64,none,0,stable_merchant
merchant_demo_0066,2023-10-16,food_delivery,1534,572,1191081.36,1163302.31,0.0239,8,0.0143,0.0167,-0.0024,2,0.0032,0.0035,-0.0003,quality_issue,0.9189,0.0072,18.69,none,0,stable_merchant
merchant_demo_0066,2023-10-23,food_delivery,1541,818,1671267.89,1191081.36,0.4032,73,0.0887,0.0143,0.0744,31,0.0384,0.0032,0.0353,not_received,0.3512,0.0676,44.96,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0066,2023-10-30,food_delivery,1548,768,1565154.91,1671267.89,-0.0635,61,0.0796,0.0887,-0.0091,27,0.0356,0.0384,-0.0029,other,0.3344,0.065,78.42,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0066,2023-11-06,food_delivery,1555,580,1315328.22,1565154.91,-0.1596,53,0.0919,0.0796,0.0123,17,0.0291,0.0356,-0.0065,duplicate_charge,0.3475,0.0656,47.11,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0066,2023-11-13,food_delivery,1562,828,1651476.06,1315328.22,0.2556,71,0.086,0.0919,-0.0059,32,0.0382,0.0291,0.0091,quality_issue,0.3394,0.0646,140.23,inconclusive,1,high_risk_merchant_behaviour
merchant_demo_0066,2023-11-20,food_delivery,1569,755,1539013.1,1651476.06,-0.0681,73,0.0963,0.086,0.0103,24,0.0324,0.0382,-0.0057,duplicate_charge,0.3168,0.064,99.31,operational_issue,0,high_risk_merchant_behaviour
merchant_demo_0066,2023-11-27,food_delivery,1576,686,1387405.04,1539013.1,-0.0985,63,0.0917,0.0963,-0.0047,28,0.0411,0.0324,0.0087,duplicate_charge,0.364,0.0786,30.98,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0066,2023-12-04,food_delivery,1583,404,931435.92,1387405.04,-0.3286,20,0.0498,0.0917,-0.0419,5,0.0118,0.0411,-0.0293,item_not_as_described,0.6233,0.0512,77.11,false_positive,1,operational_fulfilment_failure
merchant_demo_0066,2023-12-11,food_delivery,1590,676,1490128.86,931435.92,0.5998,39,0.0572,0.0498,0.0075,3,0.0038,0.0118,-0.008,duplicate_charge,0.868,0.0218,22.71,none,0,seasonal_sale_legitimate_returns
merchant_demo_0066,2023-12-18,food_delivery,1597,511,1113321.14,1490128.86,-0.2529,7,0.0133,0.0572,-0.0439,2,0.0039,0.0038,0.0001,other,0.9299,0.0071,19.54,none,0,stable_merchant
merchant_demo_0066,2023-12-25,food_delivery,1604,551,1193456.71,1113321.14,0.072,7,0.0136,0.0133,0.0002,2,0.0035,0.0039,-0.0004,not_received,0.9273,0.0082,26.37,none,0,stable_merchant
merchant_demo_0066,2024-01-01,food_delivery,1611,606,1318727.93,1193456.71,0.105,11,0.0176,0.0136,0.0041,2,0.0028,0.0035,-0.0007,item_not_as_described,0.9169,0.0117,18.64,none,0,stable_merchant
merchant_demo_0066,2024-01-08,food_delivery,1618,592,1240635.04,1318727.93,-0.0592,9,0.0152,0.0176,-0.0025,2,0.0029,0.0028,0.0,other,0.9322,0.0121,21.27,operational_issue,0,stable_merchant
merchant_demo_0066,2024-01-15,food_delivery,1625,554,1184804.65,1240635.04,-0.045,9,0.017,0.0152,0.0019,1,0.0023,0.0029,-0.0006,other,0.9188,0.0135,17.13,none,0,stable_merchant
merchant_demo_0066,2024-01-22,food_delivery,1632,544,1204223.05,1184804.65,0.0164,7,0.0132,0.017,-0.0038,2,0.0033,0.0023,0.001,duplicate_charge,0.9117,0.0082,19.04,none,0,stable_merchant
merchant_demo_0066,2024-01-29,food_delivery,1639,639,1281643.13,1204223.05,0.0643,8,0.0121,0.0132,-0.0012,2,0.0031,0.0033,-0.0003,other,0.9226,0.0095,12.58,false_positive,0,stable_merchant
merchant_demo_0066,2024-02-05,food_delivery,1646,688,1421745.81,1281643.13,0.1093,62,0.0894,0.0121,0.0774,25,0.0363,0.0031,0.0333,not_received,0.3422,0.0726,60.06,none,1,high_risk_merchant_behaviour
merchant_demo_0066,2024-02-12,food_delivery,1653,583,1244633.85,1421745.81,-0.1246,8,0.0138,0.0894,-0.0756,1,0.0024,0.0363,-0.0339,not_received,0.9294,0.0109,23.61,none,0,stable_merchant
merchant_demo_0066,2024-02-19,food_delivery,1660,636,1281614.99,1244633.85,0.0297,10,0.0157,0.0138,0.0018,2,0.0035,0.0024,0.0011,not_received,0.9083,0.0056,24.59,none,0,stable_merchant
merchant_demo_0066,2024-02-26,food_delivery,1667,491,1673869.64,1281614.99,0.3061,7,0.0136,0.0157,-0.002,2,0.0037,0.0035,0.0003,item_not_as_described,0.8985,0.0098,14.43,none,0,stable_merchant
merchant_demo_0066,2024-03-04,food_delivery,1674,784,1586703.91,1110691.84,0.4286,50,0.0643,0.0136,0.0507,3,0.004,0.0037,0.0003,item_not_as_described,0.85,0.022,25.93,none,0,seasonal_sale_legitimate_returns
merchant_demo_0066,2024-03-11,food_delivery,1681,589,1291490.14,1586703.91,-0.1861,8,0.0136,0.0643,-0.0507,1,0.0024,0.004,-0.0016,other,0.9361,0.0105,17.29,none,0,stable_merchant
merchant_demo_0066,2024-03-18,food_delivery,1688,559,1246863.55,1291490.14,-0.0346,8,0.0148,0.0136,0.0013,1,0.0023,0.0024,-0.0001,duplicate_charge,0.9013,0.008,5.89,none,0,stable_merchant
merchant_demo_0066,2024-03-25,food_delivery,1695,527,1057254.44,1246863.55,-0.1521,9,0.0174,0.0148,0.0026,2,0.0031,0.0023,0.0008,not_received,0.9285,0.0106,37.36,none,0,stable_merchant
merchant_demo_0066,2024-04-01,food_delivery,1702,552,1156138.0,1057254.44,0.0935,28,0.0503,0.0174,0.0329,6,0.0102,0.0031,0.0071,item_not_as_described,0.6339,0.0379,23.8,none,0,operational_fulfilment_failure
merchant_demo_0066,2024-04-08,food_delivery,1709,533,1131642.05,1156138.0,-0.0212,23,0.0435,0.0503,-0.0068,5,0.0086,0.0102,-0.0016,not_received,0.5707,0.0501,30.39,none,0,operational_fulfilment_failure
merchant_demo_0066,2024-04-15,food_delivery,1716,643,1374774.79,1131642.05,0.2148,8,0.0125,0.0435,-0.031,2,0.0036,0.0086,-0.0051,other,0.8975,0.0078,37.5,confirmed_risk,0,stable_merchant
merchant_demo_0066,2024-04-22,food_delivery,1723,602,1236837.97,1374774.79,-0.1003,11,0.0176,0.0125,0.0051,2,0.0034,0.0036,-0.0002,item_not_as_described,0.8883,0.0109,15.98,none,0,stable_merchant
merchant_demo_0066,2024-04-29,food_delivery,1730,514,1010862.29,1236837.97,-0.1827,7,0.0146,0.0176,-0.003,1,0.0025,0.0034,-0.0008,duplicate_charge,0.9215,0.0128,16.24,none,0,stable_merchant
merchant_demo_0066,2024-05-06,food_delivery,1737,517,1025881.99,1010862.29,0.0149,9,0.0165,0.0146,0.0019,1,0.002,0.0025,-0.0005,item_not_as_described,0.9138,0.0092,19.12,none,0,stable_merchant
merchant_demo_0066,2024-05-13,food_delivery,1744,479,1012767.55,1025881.99,-0.0128,8,0.0168,0.0165,0.0003,1,0.0028,0.002,0.0008,not_received,0.9072,0.0101,18.4,none,0,stable_merchant
merchant_demo_0066,2024-05-20,food_delivery,1751,563,1181951.45,1012767.55,0.1671,10,0.0174,0.0168,0.0006,2,0.0031,0.0028,0.0003,other,0.9227,0.0048,33.53,none,0,stable_merchant
merchant_demo_0066,2024-05-27,food_delivery,1758,495,1029670.41,1181951.45,-0.1288,6,0.0127,0.0174,-0.0047,1,0.0025,0.0031,-0.0006,quality_issue,0.9036,0.011,19.83,confirmed_risk,0,stable_merchant
merchant_demo_0066,2024-06-03,food_delivery,1765,532,1060186.35,1029670.41,0.0296,8,0.0152,0.0127,0.0025,1,0.0027,0.0025,0.0002,not_received,0.9159,0.01,23.13,confirmed_risk,0,stable_merchant
merchant_demo_0066,2024-06-10,food_delivery,1772,451,938274.45,1060186.35,-0.115,7,0.0145,0.0152,-0.0007,2,0.0034,0.0027,0.0007,item_not_as_described,0.9099,0.0107,23.23,none,0,stable_merchant
merchant_demo_0066,2024-06-17,food_delivery,1779,601,1303932.41,938274.45,0.3897,9,0.0158,0.0145,0.0013,2,0.003,0.0034,-0.0004,duplicate_charge,0.9057,0.0101,22.83,none,0,stable_merchant
merchant_demo_0066,2024-06-24,food_delivery,1786,663,1408086.9,1303932.41,0.0799,10,0.0149,0.0158,-0.0009,1,0.0022,0.003,-0.0008,other,0.9278,0.0121,14.0,none,0,stable_merchant
merchant_demo_0066,2024-07-01,food_delivery,1793,600,1164650.36,1408086.9,-0.1729,11,0.0182,0.0149,0.0033,1,0.0021,0.0022,-0.0001,duplicate_charge,0.9368,0.0074,16.19,none,0,stable_merchant
merchant_demo_0066,2024-07-08,food_delivery,1800,533,1112366.58,1164650.36,-0.0449,9,0.016,0.0182,-0.0022,2,0.0028,0.0021,0.0008,other,0.9158,0.0093,21.06,none,0,stable_merchant
merchant_demo_0066,2024-07-15,food_delivery,1807,537,1150035.73,1112366.58,0.0339,10,0.0194,0.016,0.0033,1,0.0025,0.0028,-0.0003,item_not_as_described,,0.0119,22.51,none,0,stable_merchant
merchant_demo_0066,2024-07-22,food_delivery,1814,593,1215294.82,1150035.73,0.0567,10,0.017,0.0194,-0.0024,3,0.0043,0.0025,0.0018,other,0.924,0.0099,18.6,false_positive,0,stable_merchant
merchant_demo_0066,2024-07-29,food_delivery,1821,577,1164782.26,1215294.82,-0.0416,9,0.0162,0.017,-0.0008,2,0.0039,0.0043,-0.0004,not_received,0.8974,0.0146,14.81,none,1,stable_merchant
merchant_demo_0066,2024-08-05,food_delivery,1828,565,1194553.85,1164782.26,0.0256,8,0.0144,0.0162,-0.0018,2,0.0032,0.0039,-0.0007,duplicate_charge,0.9196,0.0104,11.66,none,0,stable_merchant
merchant_demo_0066,2024-08-12,food_delivery,1835,534,1086094.73,1194553.85,-0.0908,8,0.0146,0.0144,0.0002,1,0.0025,0.0032,-0.0007,other,0.9101,0.008,30.52,none,0,stable_merchant
merchant_demo_0066,2024-08-19,food_delivery,1842,505,1079334.47,1086094.73,-0.0062,7,0.0134,0.0146,-0.0012,1,0.0027,0.0025,0.0002,item_not_as_described,0.9095,0.0068,49.24,none,0,stable_merchant
merchant_demo_0066,2024-08-26,food_delivery,1849,622,1373395.53,1079334.47,0.2724,9,0.0137,0.0134,0.0004,1,0.0023,0.0027,-0.0003,other,0.9204,0.0048,17.47,none,0,stable_merchant
merchant_demo_0066,2024-09-02,food_delivery,1856,542,1138278.86,1373395.53,-0.1712,11,0.0203,0.0137,0.0065,1,0.0024,0.0023,0.0,quality_issue,0.9306,0.0112,24.65,none,0,stable_merchant
merchant_demo_0066,2024-09-09,food_delivery,1863,574,1238481.93,1138278.86,0.088,47,0.0814,0.0203,0.0611,22,0.0381,0.0024,0.0357,duplicate_charge,0.3545,0.0612,90.98,inconclusive,1,high_risk_merchant_behaviour
merchant_demo_0066,2024-09-16,food_delivery,1870,823,1614608.44,1238481.93,0.3037,73,0.0885,0.0814,0.0072,32,0.0394,0.0381,0.0014,duplicate_charge,0.3425,0.0686,124.88,confirmed_risk,1,high_risk_merchant_behaviour
merchant_demo_0066,2024-09-23,food_delivery,1877,424,870280.95,1614608.44,-0.461,38,0.0892,0.0885,0.0007,15,0.0342,0.0394,-0.0052,quality_issue,0.3435,0.0628,63.94,operational_issue,1,high_risk_merchant_behaviour
merchant_demo_0066,2024-09-30,food_delivery,1884,684,1399040.01,870280.95,0.6076,16,0.0234,0.0892,-0.0658,4,0.0054,0.0342,-0.0288,not_received,0.7782,0.0178,33.88,false_positive,0,early_hidden_risk
merchant_demo_0066,2024-10-07,food_delivery,1891,444,868477.75,1399040.01,-0.3792,12,0.0262,0.0234,0.0028,3,0.0069,0.0054,0.0015,not_received,0.82,0.0182,33.4,inconclusive,0,early_hidden_risk
merchant_demo_0066,2024-10-14,food_delivery,1898,542,1221350.61,868477.75,0.4063,13,0.0233,0.0262,-0.0029,3,0.0056,0.0069,-0.0013,not_received,0.8186,0.018,50.69,none,1,early_hidden_risk
merchant_demo_0066,2024-10-21,food_delivery,1905,644,1411290.82,1221350.61,0.1555,10,0.0152,0.0233,-0.0082,2,0.0029,0.0056,-0.0027,quality_issue,0.9005,0.0065,15.52,,0,stable_merchant
merchant_demo_0066,2024-10-28,food_delivery,1912,640,1465999.77,1411290.82,0.0388,11,0.0167,0.0152,0.0015,3,0.0047,0.0029,0.0018,other,0.9067,0.0104,,,0,stable_merchant
merchant_demo_0066,2024-11-04,food_delivery,1919,631,1300490.97,1465999.77,-0.1129,9,0.0143,0.0167,-0.0024,2,0.0027,0.0047,-0.002,other,0.9332,,23.22,none,0,stable_merchant
merchant_demo_0066,2024-11-11,food_delivery,1926,521,1054949.07,1300490.97,-0.1888,9,0.0172,0.0143,0.003,1,0.0019,0.0027,-0.0009,item_not_as_described,0.9492,0.0089,21.9,none,0,stable_merchant
merchant_demo_0066,2024-11-18,food_delivery,1933,917,2079933.75,1054949.07,0.9716,58,0.0628,0.0172,0.0455,3,0.003,0.0019,0.0011,other,0.8623,0.0169,53.21,none,0,seasonal_sale_legitimate_returns
merchant_demo_0066,2024-11-25,food_delivery,1940,596,1295902.9,2079933.75,-0.3769,7,0.0109,0.0628,-0.0518,2,0.0029,0.003,-0.0001,item_not_as_described,0.9373,0.0121,32.73,none,0,stable_merchant
merchant_demo_0066,2024-12-02,food_delivery,1947,495,2027821.51,1295902.9,0.5648,8,0.0157,0.0109,0.0048,1,0.0027,0.0029,-0.0001,duplicate_charge,0.931,0.0135,15.08,none,0,stable_merchant
merchant_demo_0066,2024-12-09,food_delivery,1954,574,1255335.76,1135529.17,0.1055,8,0.014,0.0157,-0.0017,2,0.0031,0.0027,0.0004,other,0.9281,0.0103,26.23,confirmed_risk,0,stable_merchant
merchant_demo_0066,2024-12-16,food_delivery,1961,589,1177021.34,1255335.76,-0.0624,7,0.0119,0.014,-0.0021,2,0.0031,0.0031,-0.0,quality_issue,0.9166,0.0145,37.09,none,0,stable_merchant
merchant_demo_0066,2024-12-23,food_delivery,1968,473,928826.84,1177021.34,-0.2109,5,0.0111,0.0119,-0.0008,1,0.0027,0.0031,-0.0004,item_not_as_described,0.8965,0.0125,16.27,none,0,stable_merchant
merchant_demo_0067,2023-01-02,food_delivery,436,230,380202.86,380202.86,0.0,6,0.026,0.026,0.0,1,0.0055,0.0055,0.0,quality_issue,0.8059,0.0191,29.35,none,1,early_hidden_risk
merchant_demo_0067,2023-01-09,food_delivery,443,195,296915.16,380202.86,-0.2191,2,0.0127,0.026,-0.0133,0,0.0024,0.0055,-0.0031,other,0.9224,0.0077,29.53,inconclusive,0,stable_merchant
merchant_demo_0067,2023-01-16,food_delivery,450,189,315484.79,296915.16,0.0625,2,0.0124,0.0127,-0.0003,1,0.0032,0.0024,0.0009,duplicate_charge,0.9195,0.0091,23.92,none,0,stable_merchant
merchant_demo_0067,2023-01-23,food_delivery,457,206,363617.02,315484.79,0.1526,3,0.0166,0.0124,0.0042,1,0.0038,0.0032,0.0006,duplicate_charge,0.9191,0.0115,10.89,none,0,stable_merchant
merchant_demo_0067,2023-01-30,food_delivery,464,196,319464.19,363617.02,-0.1214,3,0.0173,0.0166,0.0007,1,0.0033,0.0038,-0.0005,other,0.9082,0.0119,13.54,none,0,stable_merchant
merchant_demo_0067,2023-02-06,food_delivery,471,193,337454.94,319464.19,0.0563,3,0.0156,0.0173,-0.0017,1,0.0028,0.0033,-0.0005,other,0.9206,0.0081,,none,0,stable_merchant
merchant_demo_0067,2023-02-13,food_delivery,478,197,313576.16,337454.94,-0.0708,3,0.0134,0.0156,-0.0022,0,0.0023,0.0028,-0.0005,other,0.9041,0.009,14.81,none,0,stable_merchant
merchant_demo_0067,2023-02-20,food_delivery,485,179,304232.68,313576.16,-0.0298,3,0.0169,0.0134,0.0035,1,0.0033,0.0023,0.001,quality_issue,0.9379,0.0083,29.64,confirmed_risk,0,stable_merchant
merchant_demo_0067,2023-02-27,food_delivery,492,196,314677.28,304232.68,0.0343,3,0.0152,0.0169,-0.0017,1,0.0031,0.0033,-0.0002,not_received,0.9433,0.0083,31.12,none,0,stable_merchant
merchant_demo_0067,2023-03-06,food_delivery,499,154,257563.89,314677.28,-0.1815,3,0.0172,0.0152,0.002,1,0.0039,0.0031,0.0008,duplicate_charge,0.9193,0.0085,17.77,none,0,stable_merchant
merchant_demo_0067,2023-03-13,food_delivery,506,179,278232.21,257563.89,0.0802,2,0.0118,0.0172,-0.0054,1,0.0028,0.0039,-0.001,item_not_as_described,0.9232,0.0104,16.67,none,0,stable_merchant
merchant_demo_0067,2023-03-20,food_delivery,513,202,343986.54,278232.21,0.2363,4,0.0193,0.0118,0.0075,1,0.0026,0.0028,-0.0002,other,0.8908,0.0115,18.96,none,0,stable_merchant
merchant_demo_0067,2023-03-27,food_delivery,520,178,284536.98,343986.54,-0.1728,2,0.0122,0.0193,-0.0071,0,0.0028,0.0026,0.0002,duplicate_charge,0.9226,0.0068,11.78,none,0,stable_merchant
merchant_demo_0067,2023-04-03,food_delivery,527,171,281395.15,284536.98,-0.011,2,0.0118,0.0122,-0.0005,0,0.0027,0.0028,-0.0001,not_received,0.9275,0.006,25.25,none,0,stable_merchant
merchant_demo_0067,2023-04-10,food_delivery,534,177,296053.49,281395.15,0.0521,3,0.0157,0.0118,0.004,1,0.0031,0.0027,0.0004,other,0.8862,0.0104,21.11,none,0,stable_merchant
merchant_demo_0067,2023-04-17,food_delivery,541,208,336554.84,296053.49,0.1368,4,0.0186,0.0157,0.0029,1,0.004,0.0031,0.0009,duplicate_charge,0.9231,0.007,,none,0,stable_merchant
merchant_demo_0067,2023-04-24,food_delivery,548,215,347272.32,336554.84,0.0318,3,0.0161,0.0186,-0.0025,1,0.0043,0.004,0.0003,quality_issue,0.9094,0.0068,22.39,none,0,stable_merchant
merchant_demo_0067,2023-05-01,food_delivery,555,193,340835.08,347272.32,-0.0185,3,0.0133,0.0161,-0.0028,1,0.0028,0.0043,-0.0015,not_received,0.9226,0.0117,13.97,none,0,stable_merchant
merchant_demo_0067,2023-05-08,food_delivery,562,343,559938.53,340835.08,0.6428,22,0.0648,0.0133,0.0515,2,0.0052,0.0028,0.0024,other,0.8758,0.0215,32.77,false_positive,0,seasonal_sale_legitimate_returns
merchant_demo_0067,2023-05-15,food_delivery,569,286,489428.54,559938.53,-0.1259,17,0.0589,0.0648,-0.0059,1,0.0037,0.0052,-0.0015,item_not_as_described,0.8518,0.0159,32.33,none,0,seasonal_sale_legitimate_returns
merchant_demo_0067,2023-05-22,food_delivery,576,264,443476.33,489428.54,-0.0939,15,0.0577,0.0589,-0.0012,1,0.0043,0.0037,0.0006,item_not_as_described,0.8664,0.0233,25.85,none,0,seasonal_sale_legitimate_returns
merchant_demo_0067,2023-05-29,food_delivery,583,244,414059.43,443476.33,-0.0663,17,0.0713,0.0577,0.0136,1,0.0045,0.0043,0.0002,not_received,0.8735,0.0173,25.14,none,0,seasonal_sale_legitimate_returns
merchant_demo_0067,2023-06-05,food_delivery,590,276,441635.46,414059.43,0.0666,16,0.0591,0.0713,-0.0123,1,0.0039,0.0045,-0.0006,item_not_as_described,0.856,0.018,23.29,none,0,seasonal_sale_legitimate_returns
merchant_demo_0067,2023-06-12,food_delivery,597,107,173185.63,441635.46,-0.6079,5,0.0499,0.0591,-0.0092,1,0.011,0.0039,0.0071,quality_issue,0.6379,0.0465,53.32,inconclusive,0,operational_fulfilment_failure
merchant_demo_0067,2023-06-19,food_delivery,604,193,285365.6,173185.63,0.6477,3,0.0151,0.0499,-0.0348,0,0.0023,0.011,-0.0087,item_not_as_described,0.9248,0.0099,19.43,operational_issue,0,stable_merchant
merchant_demo_0067,2023-06-26,food_delivery,611,184,295522.43,285365.6,0.0356,2,0.013,0.0151,-0.0021,1,0.0033,0.0023,0.001,item_not_as_described,0.932,0.0073,40.53,none,0,stable_merchant
merchant_demo_0067,2023-07-03,food_delivery,618,173,307347.91,295522.43,0.04,4,0.0217,0.013,0.0088,1,0.0052,0.0033,0.0019,other,0.765,0.0192,26.65,none,0,early_hidden_risk
merchant_demo_0067,2023-07-10,food_delivery,625,183,280692.25,307347.91,-0.0867,2,0.0129,0.0217,-0.0089,1,0.0029,0.0052,-0.0023,item_not_as_described,0.9294,0.0101,23.49,none,0,stable_merchant
merchant_demo_0067,2023-07-17,food_delivery,632,179,285224.59,280692.25,0.0161,3,0.0175,0.0129,0.0046,0,0.0021,0.0029,-0.0008,other,0.9103,0.0109,28.65,none,0,stable_merchant
merchant_demo_0067,2023-07-24,food_delivery,639,187,303063.89,285224.59,0.0625,2,0.0122,0.0175,-0.0053,1,0.004,0.0021,0.0019,duplicate_charge,0.9146,0.0061,24.22,none,0,stable_merchant
